"y","z","selfrpt","race","gender","fgen","urban","mindset","test","sch_race","pov","size","schoolid"
-0.365526387885167,1,6,4,2,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.159132935945331,1,4,12,2,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.255362510658708,1,6,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.190907507916679,1,6,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.0176294280064215,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.90988085667765,1,6,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.0618823064980502,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.626482187701499,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.19567529549767,1,6,5,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
1.71897288990708,1,6,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.895776143533198,1,6,5,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.144477180660409,1,4,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.551752235675854,1,6,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.15214339205378,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.167054671280888,1,6,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.130891285339156,1,6,1,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.405353198923876,1,4,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.207829697767752,1,6,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
1.09756254259133,1,6,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.100274893954772,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
1.53992426218442,1,7,5,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.825318968103827,1,5,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.066941197836112,1,5,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.175805488874663,1,5,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.118573608955544,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
1.20508365559612,1,6,4,2,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.184762534811756,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.238715857877229,1,6,12,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.0927197184779203,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.44219867109343,1,5,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.874395443181083,1,5,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.870244141741974,1,3,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.754913888708692,1,5,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.433993503933734,1,5,4,2,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.627359892528793,1,3,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.19088203666065,1,6,4,2,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.940653071075722,1,4,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.291805147939711,1,5,2,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.720741612284295,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.531195399745915,1,6,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.345254362806007,1,5,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.557957580111116,1,6,4,2,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.1728779622859,1,6,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.170178132135217,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.572307074389961,1,6,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
0.152120698824763,1,6,4,1,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.258160795547952,1,6,4,1,1,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
-0.102878319878808,1,5,4,2,0,4,0.334543526172638,0.648585557937622,-1.31092691421509,0.224076509475708,-0.426756650209427,76
